method,estimate,n
beale,0.03791389768428955,43
rating,0.03452550136171509,43
composite,0.03866177014502632,43
pw,0.03957287730542586,43
beale,0.03775785747240352,43
rating,0.03408656236554179,43
composite,0.03978690456530665,43
pw,0.03936399790284903,43
beale,0.037221119105154285,43
rating,0.03404000249622607,43
composite,0.0394693630011387,43
pw,0.038734790679465135,43
beale,0.03807743795898348,43
rating,0.03595467448760822,43
composite,0.038871564723853065,43
pw,0.04072349024236464,43
beale,0.03966285305564811,43
rating,0.034900487616607294,43
composite,0.04063303508435553,43
pw,0.03936399790284903,43
beale,0.037221119105154285,43
rating,0.03404000249622607,43
composite,0.0394693630011387,43
pw,0.04035633910717814,43
beale,0.039576893041308014,43
rating,0.0354638879388088,43
composite,0.04049896746555882,43
pw,0.04136618899829797,43
beale,0.03985226593992622,43
rating,0.03532738791745986,43
composite,0.041439016114334766,43
pw,0.039106587759808485,40
beale,0.03897381785430947,40
rating,0.03610881510037732,40
composite,0.039378418574875056,40
pw,0.0413325609958972,40
beale,0.03688967603855214,40
rating,0.03248267852054408,40
composite,0.04051531515500326,40
pw,0.038734790679465135,40
beale,0.03807743795898348,40
rating,0.03595467448760822,40
composite,0.038871564723853065,40
pw,0.04189777968149479,40
beale,0.040819798168134726,40
rating,0.03709202436676519,40
composite,0.04212927888910056,40
pw,0.040887767357653544,40
beale,0.03704550344815708,40
rating,0.035597867088164106,40
composite,0.0406802289335145,40
pw,0.041167192086401884,40
beale,0.038226618053523,40
rating,0.03388803405131807,40
composite,0.04107328426692932,40
pw,0.04181363582460826,40
beale,0.04466233085178662,40
rating,0.03909414959458348,40
composite,0.04273119333141097,40
pw,0.03969199751792275,40
beale,0.037959536783638455,40
rating,0.036123056027862484,40
composite,0.04024675289111271,40
pw,0.03911346937479893,40
beale,0.03800308326265743,40
rating,0.03419980388574347,40
composite,0.03936214933669758,40
pw,0.03936399790284903,40
beale,0.037221119105154285,40
rating,0.03404000249622607,40
composite,0.0394693630011387,40
pw,0.04189777968149479,40
beale,0.040819798168134726,40
rating,0.03709202436676519,40
composite,0.04212927888910056,40
pw,0.041316547056552605,40
beale,0.03774312382189661,40
rating,0.033758266375460026,40
composite,0.04062009778821165,40
pw,0.0380823183913037,40
beale,0.0376260413192729,40
rating,0.034083238569449684,40
composite,0.03844575230055548,40
pw,0.04007845355407626,40
beale,0.03860281088662906,40
rating,0.03589838893594202,40
composite,0.040194861450040364,40
pw,0.0411872110279746,40
beale,0.04199100979804787,40
rating,0.036794733970508586,40
composite,0.04126201217480327,40
pw,0.038372594506559415,40
beale,0.03763299345751169,40
rating,0.03385981625511903,40
composite,0.038741533893386325,40
pw,0.03957287730542586,40
beale,0.03775785747240352,40
rating,0.03408656236554179,40
composite,0.03978690456530665,40
pw,0.04181363582460826,40
beale,0.04466233085178662,40
rating,0.03909414959458348,40
composite,0.04273119333141097,40
pw,0.03862092084578673,40
beale,0.03695752764951168,40
rating,0.032228307772177715,40
composite,0.03828624434205883,40
pw,0.03993789209279558,40
beale,0.038086986465860215,40
rating,0.03351078952678752,40
composite,0.03974239150026624,40
pw,0.04189777968149479,40
beale,0.040819798168134726,40
rating,0.03709202436676519,40
composite,0.04212927888910056,40
pw,0.0380823183913037,40
beale,0.0376260413192729,40
rating,0.034083238569449684,40
composite,0.03844575230055548,40
pw,0.03936399790284903,40
beale,0.037221119105154285,40
rating,0.03404000249622607,40
composite,0.0394693630011387,40
pw,0.038372594506559415,40
beale,0.03763299345751169,40
rating,0.03385981625511903,40
composite,0.038741533893386325,40
pw,0.040887767357653544,40
beale,0.03704550344815708,40
rating,0.035597867088164106,40
composite,0.0406802289335145,40
pw,0.04072349024236464,40
beale,0.03966285305564811,40
rating,0.034900487616607294,40
composite,0.04063303508435553,40
pw,0.03992870825150056,40
beale,0.03609037413474245,40
rating,0.03370276042490192,40
composite,0.0396723880183281,40
pw,0.04207649499972425,40
beale,0.03427436592568402,40
rating,0.033247372015697996,40
composite,0.04164476655683942,40
pw,0.03896239597953889,40
beale,0.03718933720406919,40
rating,0.03364979269424111,40
composite,0.03905538136990051,40
pw,0.039802695176540406,40
beale,0.038879683807575546,40
rating,0.03529874113783088,40
composite,0.04008954665190648,40
pw,0.041316547056552605,40
beale,0.03774312382189661,40
rating,0.033758266375460026,40
composite,0.04062009778821165,40
pw,0.04207649499972425,40
beale,0.03427436592568402,40
rating,0.033247372015697996,40
composite,0.04164476655683942,40
pw,0.03862092084578673,40
beale,0.03695752764951168,40
rating,0.032228307772177715,40
composite,0.03828624434205883,40
pw,0.03957287730542586,40
beale,0.03775785747240352,40
rating,0.03408656236554179,40
composite,0.03978690456530665,40
pw,0.04035633910717814,40
beale,0.039576893041308014,40
rating,0.0354638879388088,40
composite,0.04049896746555882,40
pw,0.039802695176540406,40
beale,0.038879683807575546,40
rating,0.03529874113783088,40
composite,0.04008954665190648,40
pw,0.03896239597953889,40
beale,0.03718933720406919,40
rating,0.03364979269424111,40
composite,0.03905538136990051,40
pw,0.038734790679465135,40
beale,0.03807743795898348,40
rating,0.03595467448760822,40
composite,0.038871564723853065,40
pw,0.04063838770859448,40
beale,0.034501524515039086,40
rating,0.03206927131242575,40
composite,0.03971491233667139,40
pw,0.03813915621228492,40
beale,0.03727531825140655,40
rating,0.034158202403675474,40
composite,0.03856133198644465,40
pw,0.03844568759471791,40
beale,0.03791389768428955,40
rating,0.03452550136171509,40
composite,0.03866177014502632,40
pw,0.03875817052004694,40
beale,0.03790968139475133,40
rating,0.034448624074815394,40
composite,0.03897322854393031,40
pw,0.039328098145622235,40
beale,0.03374929226216149,40
rating,0.032002227951501566,40
composite,0.0390873173946677,40
pw,0.04207649499972425,40
beale,0.03427436592568402,40
rating,0.033247372015697996,40
composite,0.04164476655683942,40
pw,0.04072349024236464,40
beale,0.03966285305564811,40
rating,0.034900487616607294,40
composite,0.04063303508435553,40
pw,0.03849680056481672,40
beale,0.037602997787584455,40
rating,0.034402994122883904,40
composite,0.03888396143734739,40
pw,0.03813915621228492,40
beale,0.03727531825140655,40
rating,0.034158202403675474,40
composite,0.03856133198644465,40
pw,0.038734790679465135,40
beale,0.03807743795898348,40
rating,0.03595467448760822,40
composite,0.038871564723853065,40
pw,0.0380823183913037,40
beale,0.0376260413192729,40
rating,0.034083238569449684,40
composite,0.03844575230055548,40
pw,0.038372594506559415,40
beale,0.03763299345751169,40
rating,0.03385981625511903,40
composite,0.038741533893386325,40
pw,0.03849680056481672,40
beale,0.037602997787584455,40
rating,0.034402994122883904,40
composite,0.03888396143734739,40
pw,0.04035633910717814,40
beale,0.039576893041308014,40
rating,0.0354638879388088,40
composite,0.04049896746555882,40
pw,0.03816593229196637,40
beale,0.034053128441468426,40
rating,0.030796588391440186,40
composite,0.03736611039875576,40
pw,0.0380823183913037,40
beale,0.0376260413192729,40
rating,0.034083238569449684,40
composite,0.03844575230055548,40
pw,0.0380823183913037,40
beale,0.0376260413192729,40
rating,0.034083238569449684,40
composite,0.03844575230055548,40
pw,0.040887767357653544,40
beale,0.03704550344815708,40
rating,0.035597867088164106,40
composite,0.0406802289335145,40
pw,0.03896239597953889,40
beale,0.03718933720406919,40
rating,0.03364979269424111,40
composite,0.03905538136990051,40
pw,0.0411872110279746,40
beale,0.04199100979804787,40
rating,0.036794733970508586,40
composite,0.04126201217480327,40
pw,0.03862309305918639,40
beale,0.03642301777380963,40
rating,0.033319971298673506,40
composite,0.03855897953112596,40
pw,0.03875817052004694,40
beale,0.03790968139475133,40
rating,0.034448624074815394,40
composite,0.03897322854393031,40
pw,0.03875817052004694,40
beale,0.03790968139475133,40
rating,0.034448624074815394,40
composite,0.03897322854393031,40
pw,0.03896239597953889,40
beale,0.03718933720406919,40
rating,0.03364979269424111,40
composite,0.03905538136990051,40
pw,0.04035633910717814,40
beale,0.039576893041308014,40
rating,0.0354638879388088,40
composite,0.04049896746555882,40
pw,0.03896239597953889,40
beale,0.03718933720406919,40
rating,0.03364979269424111,40
composite,0.03905538136990051,40
pw,0.04136618899829797,40
beale,0.03985226593992622,40
rating,0.03532738791745986,40
composite,0.041439016114334766,40
pw,0.0413325609958972,40
beale,0.03688967603855214,40
rating,0.03248267852054408,40
composite,0.04051531515500326,40
pw,0.03936399790284903,40
beale,0.037221119105154285,40
rating,0.03404000249622607,40
composite,0.0394693630011387,40
pw,0.04043003522642643,40
beale,0.03909317541586094,40
rating,0.036021569158914024,40
composite,0.0399824754286285,40
pw,0.03993789209279558,40
beale,0.038086986465860215,40
rating,0.03351078952678752,40
composite,0.03974239150026624,40
pw,0.038372594506559415,40
beale,0.03763299345751169,40
rating,0.03385981625511903,40
composite,0.038741533893386325,40
pw,0.03896239597953889,40
beale,0.03718933720406919,40
rating,0.03364979269424111,40
composite,0.03905538136990051,40
pw,0.03939214727541609,40
beale,0.03762304636044854,40
rating,0.03397235119540651,40
composite,0.03941433671025439,40
pw,0.040507848886124076,40
beale,0.03726279106274226,40
rating,0.0329258568585998,40
composite,0.0400306926220872,40
pw,0.038372594506559415,40
beale,0.03763299345751169,40
rating,0.03385981625511903,40
composite,0.038741533893386325,40
pw,0.0413325609958972,40
beale,0.03688967603855214,40
rating,0.03248267852054408,40
composite,0.04051531515500326,40
pw,0.03949569531230582,40
beale,0.03861102477345337,40
rating,0.03282074652012135,40
composite,0.03934269434948625,40
pw,0.03911346937479893,40
beale,0.03800308326265743,40
rating,0.03419980388574347,40
composite,0.03936214933669758,40
pw,0.0411872110279746,40
beale,0.04199100979804787,40
rating,0.036794733970508586,40
composite,0.04126201217480327,40
pw,0.04007845355407626,40
beale,0.03860281088662906,40
rating,0.03589838893594202,40
composite,0.040194861450040364,40
pw,0.04043003522642643,40
beale,0.03909317541586094,40
rating,0.036021569158914024,40
composite,0.0399824754286285,40
pw,0.04035633910717814,40
beale,0.039576893041308014,40
rating,0.0354638879388088,40
composite,0.04049896746555882,40
pw,0.04189777968149479,40
beale,0.040819798168134726,40
rating,0.03709202436676519,40
composite,0.04212927888910056,40
pw,0.03862309305918639,40
beale,0.03642301777380963,40
rating,0.033319971298673506,40
composite,0.03855897953112596,40
pw,0.04207649499972425,40
beale,0.03427436592568402,40
rating,0.033247372015697996,40
composite,0.04164476655683942,40
pw,0.040507848886124076,40
beale,0.03726279106274226,40
rating,0.0329258568585998,40
composite,0.0400306926220872,40
pw,0.04043003522642643,40
beale,0.03909317541586094,40
rating,0.036021569158914024,40
composite,0.0399824754286285,40
pw,0.041167192086401884,40
beale,0.038226618053523,40
rating,0.03388803405131807,40
composite,0.04107328426692932,40
pw,0.03969199751792275,40
beale,0.037959536783638455,40
rating,0.036123056027862484,40
composite,0.04024675289111271,40
pw,0.03949569531230582,40
beale,0.03861102477345337,40
rating,0.03282074652012135,40
composite,0.03934269434948625,40
pw,0.04072349024236464,40
beale,0.03966285305564811,40
rating,0.034900487616607294,40
composite,0.04063303508435553,40
pw,0.040507848886124076,40
beale,0.03726279106274226,40
rating,0.0329258568585998,40
composite,0.0400306926220872,40
pw,0.0413325609958972,40
beale,0.03688967603855214,40
rating,0.03248267852054408,40
composite,0.04051531515500326,40
pw,0.04150428073336665,40
beale,0.04074509609247482,40
rating,0.037339532395958434,40
composite,0.04162379957033636,40
pw,0.041167192086401884,40
beale,0.038226618053523,40
rating,0.03388803405131807,40
composite,0.04107328426692932,40
pw,0.03969199751792275,40
beale,0.037959536783638455,40
rating,0.036123056027862484,40
composite,0.04024675289111271,40
pw,0.0411872110279746,40
beale,0.04199100979804787,40
rating,0.036794733970508586,40
composite,0.04126201217480327,40
pw,0.038372594506559415,40
beale,0.03763299345751169,40
rating,0.03385981625511903,40
composite,0.038741533893386325,40
pw,0.03896239597953889,40
beale,0.03718933720406919,40
rating,0.03364979269424111,40
composite,0.03905538136990051,40
pw,0.03862372946639956,40
beale,0.03761959920151834,40
rating,0.033577874918144644,40
composite,0.03873312715227693,40
pw,0.04043003522642643,40
beale,0.03909317541586094,40
rating,0.036021569158914024,40
composite,0.0399824754286285,40
pw,0.039802695176540406,37
beale,0.038879683807575546,37
rating,0.03529874113783088,37
composite,0.04008954665190648,37
pw,0.03936399790284903,37
beale,0.037221119105154285,37
rating,0.03404000249622607,37
composite,0.0394693630011387,37
pw,0.04181363582460826,37
beale,0.04466233085178662,37
rating,0.03909414959458348,37
composite,0.04273119333141097,37
pw,0.03875817052004694,37
beale,0.03790968139475133,37
rating,0.034448624074815394,37
composite,0.03897322854393031,37
pw,0.04189777968149479,37
beale,0.040819798168134726,37
rating,0.03709202436676519,37
composite,0.04212927888910056,37
pw,0.040507848886124076,37
beale,0.03726279106274226,37
rating,0.0329258568585998,37
composite,0.0400306926220872,37
pw,0.041316547056552605,37
beale,0.03774312382189661,37
rating,0.033758266375460026,37
composite,0.04062009778821165,37
pw,0.03875817052004694,37
beale,0.03790968139475133,37
rating,0.034448624074815394,37
composite,0.03897322854393031,37
pw,0.038372594506559415,37
beale,0.03763299345751169,37
rating,0.03385981625511903,37
composite,0.038741533893386325,37
pw,0.04043003522642643,37
beale,0.03909317541586094,37
rating,0.036021569158914024,37
composite,0.0399824754286285,37
pw,0.04181363582460826,37
beale,0.04466233085178662,37
rating,0.03909414959458348,37
composite,0.04273119333141097,37
pw,0.03969199751792275,37
beale,0.037959536783638455,37
rating,0.036123056027862484,37
composite,0.04024675289111271,37
pw,0.041167192086401884,37
beale,0.038226618053523,37
rating,0.03388803405131807,37
composite,0.04107328426692932,37
pw,0.03867510579059444,37
beale,0.034920264084907615,37
rating,0.032148442866266634,37
composite,0.03792320697596379,37
pw,0.041316547056552605,37
beale,0.03774312382189661,37
rating,0.033758266375460026,37
composite,0.04062009778821165,37
pw,0.03844568759471791,37
beale,0.03791389768428955,37
rating,0.03452550136171509,37
composite,0.03866177014502632,37
pw,0.03957287730542586,37
beale,0.03775785747240352,37
rating,0.03408656236554179,37
composite,0.03978690456530665,37
pw,0.03849680056481672,37
beale,0.037602997787584455,37
rating,0.034402994122883904,37
composite,0.03888396143734739,37
pw,0.03992870825150056,37
beale,0.03609037413474245,37
rating,0.03370276042490192,37
composite,0.0396723880183281,37
pw,0.03862372946639956,37
beale,0.03761959920151834,37
rating,0.033577874918144644,37
composite,0.03873312715227693,37
pw,0.0380823183913037,37
beale,0.0376260413192729,37
rating,0.034083238569449684,37
composite,0.03844575230055548,37
pw,0.03936399790284903,37
beale,0.037221119105154285,37
rating,0.03404000249622607,37
composite,0.0394693630011387,37
pw,0.0411872110279746,37
beale,0.04199100979804787,37
rating,0.036794733970508586,37
composite,0.04126201217480327,37
pw,0.03844568759471791,37
beale,0.03791389768428955,37
rating,0.03452550136171509,37
composite,0.03866177014502632,37
pw,0.03813915621228492,37
beale,0.03727531825140655,37
rating,0.034158202403675474,37
composite,0.03856133198644465,37
pw,0.041316547056552605,37
beale,0.03774312382189661,37
rating,0.033758266375460026,37
composite,0.04062009778821165,37
pw,0.04136618899829797,37
beale,0.03985226593992622,37
rating,0.03532738791745986,37
composite,0.041439016114334766,37
pw,0.03862092084578673,37
beale,0.03695752764951168,37
rating,0.032228307772177715,37
composite,0.03828624434205883,37
pw,0.03949569531230582,37
beale,0.03861102477345337,37
rating,0.03282074652012135,37
composite,0.03934269434948625,37
pw,0.040887767357653544,37
beale,0.03704550344815708,37
rating,0.035597867088164106,37
composite,0.0406802289335145,37
pw,0.0413325609958972,37
beale,0.03688967603855214,37
rating,0.03248267852054408,37
composite,0.04051531515500326,37
pw,0.03993789209279558,37
beale,0.038086986465860215,37
rating,0.03351078952678752,37
composite,0.03974239150026624,37
pw,0.03867510579059444,37
beale,0.034920264084907615,37
rating,0.032148442866266634,37
composite,0.03792320697596379,37
pw,0.03969199751792275,37
beale,0.037959536783638455,37
rating,0.036123056027862484,37
composite,0.04024675289111271,37
pw,0.04189777968149479,37
beale,0.040819798168134726,37
rating,0.03709202436676519,37
composite,0.04212927888910056,37
pw,0.03939214727541609,37
beale,0.03762304636044854,37
rating,0.03397235119540651,37
composite,0.03941433671025439,37
pw,0.03969199751792275,37
beale,0.037959536783638455,37
rating,0.036123056027862484,37
composite,0.04024675289111271,37
pw,0.04035633910717814,37
beale,0.039576893041308014,37
rating,0.0354638879388088,37
composite,0.04049896746555882,37
pw,0.03862092084578673,37
beale,0.03695752764951168,37
rating,0.032228307772177715,37
composite,0.03828624434205883,37
pw,0.040887767357653544,37
beale,0.03704550344815708,37
rating,0.035597867088164106,37
composite,0.0406802289335145,37
pw,0.041316547056552605,37
beale,0.03774312382189661,37
rating,0.033758266375460026,37
composite,0.04062009778821165,37
pw,0.03875817052004694,37
beale,0.03790968139475133,37
rating,0.034448624074815394,37
composite,0.03897322854393031,37
pw,0.04181363582460826,37
beale,0.04466233085178662,37
rating,0.03909414959458348,37
composite,0.04273119333141097,37
pw,0.04189777968149479,37
beale,0.040819798168134726,37
rating,0.03709202436676519,37
composite,0.04212927888910056,37
pw,0.04007845355407626,37
beale,0.03860281088662906,37
rating,0.03589838893594202,37
composite,0.040194861450040364,37
pw,0.0411872110279746,37
beale,0.04199100979804787,37
rating,0.036794733970508586,37
composite,0.04126201217480327,37
pw,0.03992870825150056,37
beale,0.03609037413474245,37
rating,0.03370276042490192,37
composite,0.0396723880183281,37
pw,0.03813915621228492,37
beale,0.03727531825140655,37
rating,0.034158202403675474,37
composite,0.03856133198644465,37
pw,0.04189777968149479,37
beale,0.040819798168134726,37
rating,0.03709202436676519,37
composite,0.04212927888910056,37
pw,0.0380823183913037,37
beale,0.0376260413192729,37
rating,0.034083238569449684,37
composite,0.03844575230055548,37
pw,0.03844568759471791,37
beale,0.03791389768428955,37
rating,0.03452550136171509,37
composite,0.03866177014502632,37
pw,0.040507848886124076,37
beale,0.03726279106274226,37
rating,0.0329258568585998,37
composite,0.0400306926220872,37
pw,0.04181363582460826,37
beale,0.04466233085178662,37
rating,0.03909414959458348,37
composite,0.04273119333141097,37
pw,0.039802695176540406,37
beale,0.038879683807575546,37
rating,0.03529874113783088,37
composite,0.04008954665190648,37
pw,0.04181363582460826,37
beale,0.04466233085178662,37
rating,0.03909414959458348,37
composite,0.04273119333141097,37
pw,0.03862372946639956,37
beale,0.03761959920151834,37
rating,0.033577874918144644,37
composite,0.03873312715227693,37
pw,0.040887767357653544,37
beale,0.03704550344815708,37
rating,0.035597867088164106,37
composite,0.0406802289335145,37
pw,0.03862372946639956,37
beale,0.03761959920151834,37
rating,0.033577874918144644,37
composite,0.03873312715227693,37
pw,0.04150428073336665,37
beale,0.04074509609247482,37
rating,0.037339532395958434,37
composite,0.04162379957033636,37
pw,0.03993789209279558,37
beale,0.038086986465860215,37
rating,0.03351078952678752,37
composite,0.03974239150026624,37
pw,0.03992870825150056,37
beale,0.03609037413474245,37
rating,0.03370276042490192,37
composite,0.0396723880183281,37
pw,0.04207649499972425,37
beale,0.03427436592568402,37
rating,0.033247372015697996,37
composite,0.04164476655683942,37
pw,0.04007845355407626,37
beale,0.03860281088662906,37
rating,0.03589838893594202,37
composite,0.040194861450040364,37
pw,0.04007845355407626,37
beale,0.03860281088662906,37
rating,0.03589838893594202,37
composite,0.040194861450040364,37
pw,0.0380823183913037,37
beale,0.0376260413192729,37
rating,0.034083238569449684,37
composite,0.03844575230055548,37
pw,0.04189777968149479,37
beale,0.040819798168134726,37
rating,0.03709202436676519,37
composite,0.04212927888910056,37
pw,0.038372594506559415,37
beale,0.03763299345751169,37
rating,0.03385981625511903,37
composite,0.038741533893386325,37
pw,0.0413325609958972,37
beale,0.03688967603855214,37
rating,0.03248267852054408,37
composite,0.04051531515500326,37
pw,0.03862309305918639,37
beale,0.03642301777380963,37
rating,0.033319971298673506,37
composite,0.03855897953112596,37
pw,0.040507848886124076,37
beale,0.03726279106274226,37
rating,0.0329258568585998,37
composite,0.0400306926220872,37
pw,0.04007845355407626,37
beale,0.03860281088662906,37
rating,0.03589838893594202,37
composite,0.040194861450040364,37
pw,0.04207649499972425,37
beale,0.03427436592568402,37
rating,0.033247372015697996,37
composite,0.04164476655683942,37
pw,0.04072349024236464,37
beale,0.03966285305564811,37
rating,0.034900487616607294,37
composite,0.04063303508435553,37
pw,0.04136618899829797,37
beale,0.03985226593992622,37
rating,0.03532738791745986,37
composite,0.041439016114334766,37
pw,0.03849680056481672,37
beale,0.037602997787584455,37
rating,0.034402994122883904,37
composite,0.03888396143734739,37
pw,0.04207649499972425,37
beale,0.03427436592568402,37
rating,0.033247372015697996,37
composite,0.04164476655683942,37
pw,0.03867510579059444,37
beale,0.034920264084907615,37
rating,0.032148442866266634,37
composite,0.03792320697596379,37
pw,0.03969199751792275,37
beale,0.037959536783638455,37
rating,0.036123056027862484,37
composite,0.04024675289111271,37
pw,0.04207649499972425,37
beale,0.03427436592568402,37
rating,0.033247372015697996,37
composite,0.04164476655683942,37
pw,0.03992870825150056,37
beale,0.03609037413474245,37
rating,0.03370276042490192,37
composite,0.0396723880183281,37
pw,0.03939214727541609,37
beale,0.03762304636044854,37
rating,0.03397235119540651,37
composite,0.03941433671025439,37
pw,0.03896239597953889,37
beale,0.03718933720406919,37
rating,0.03364979269424111,37
composite,0.03905538136990051,37
pw,0.03875817052004694,37
beale,0.03790968139475133,37
rating,0.034448624074815394,37
composite,0.03897322854393031,37
pw,0.03992870825150056,37
beale,0.03609037413474245,37
rating,0.03370276042490192,37
composite,0.0396723880183281,37
pw,0.03936399790284903,37
beale,0.037221119105154285,37
rating,0.03404000249622607,37
composite,0.0394693630011387,37
pw,0.04189777968149479,37
beale,0.040819798168134726,37
rating,0.03709202436676519,37
composite,0.04212927888910056,37
pw,0.039106587759808485,37
beale,0.03897381785430947,37
rating,0.03610881510037732,37
composite,0.039378418574875056,37
pw,0.04072349024236464,37
beale,0.03966285305564811,37
rating,0.034900487616607294,37
composite,0.04063303508435553,37
pw,0.03862372946639956,37
beale,0.03761959920151834,37
rating,0.033577874918144644,37
composite,0.03873312715227693,37
pw,0.03949569531230582,37
beale,0.03861102477345337,37
rating,0.03282074652012135,37
composite,0.03934269434948625,37
pw,0.03993789209279558,37
beale,0.038086986465860215,37
rating,0.03351078952678752,37
composite,0.03974239150026624,37
pw,0.039802695176540406,37
beale,0.038879683807575546,37
rating,0.03529874113783088,37
composite,0.04008954665190648,37
pw,0.03875817052004694,37
beale,0.03790968139475133,37
rating,0.034448624074815394,37
composite,0.03897322854393031,37
pw,0.039328098145622235,37
beale,0.03374929226216149,37
rating,0.032002227951501566,37
composite,0.0390873173946677,37
pw,0.039328098145622235,37
beale,0.03374929226216149,37
rating,0.032002227951501566,37
composite,0.0390873173946677,37
pw,0.03993789209279558,37
beale,0.038086986465860215,37
rating,0.03351078952678752,37
composite,0.03974239150026624,37
pw,0.039328098145622235,37
beale,0.03374929226216149,37
rating,0.032002227951501566,37
composite,0.0390873173946677,37
pw,0.04207649499972425,37
beale,0.03427436592568402,37
rating,0.033247372015697996,37
composite,0.04164476655683942,37
pw,0.039106587759808485,37
beale,0.03897381785430947,37
rating,0.03610881510037732,37
composite,0.039378418574875056,37
pw,0.03939214727541609,37
beale,0.03762304636044854,37
rating,0.03397235119540651,37
composite,0.03941433671025439,37
pw,0.0411872110279746,34
beale,0.04199100979804787,34
rating,0.036794733970508586,34
composite,0.04126201217480327,34
pw,0.03936399790284903,34
beale,0.037221119105154285,34
rating,0.03404000249622607,34
composite,0.0394693630011387,34
pw,0.04181363582460826,34
beale,0.04466233085178662,34
rating,0.03909414959458348,34
composite,0.04273119333141097,34
pw,0.03867510579059444,34
beale,0.034920264084907615,34
rating,0.032148442866266634,34
composite,0.03792320697596379,34
pw,0.039106587759808485,34
beale,0.03897381785430947,34
rating,0.03610881510037732,34
composite,0.039378418574875056,34
pw,0.0411872110279746,34
beale,0.04199100979804787,34
rating,0.036794733970508586,34
composite,0.04126201217480327,34
pw,0.04150428073336665,34
beale,0.04074509609247482,34
rating,0.037339532395958434,34
composite,0.04162379957033636,34
pw,0.03875817052004694,34
beale,0.03790968139475133,34
rating,0.034448624074815394,34
composite,0.03897322854393031,34
pw,0.03939214727541609,34
beale,0.03762304636044854,34
rating,0.03397235119540651,34
composite,0.03941433671025439,34
pw,0.03993789209279558,34
beale,0.038086986465860215,34
rating,0.03351078952678752,34
composite,0.03974239150026624,34
pw,0.03993789209279558,34
beale,0.038086986465860215,34
rating,0.03351078952678752,34
composite,0.03974239150026624,34
pw,0.039106587759808485,34
beale,0.03897381785430947,34
rating,0.03610881510037732,34
composite,0.039378418574875056,34
pw,0.03993789209279558,34
beale,0.038086986465860215,34
rating,0.03351078952678752,34
composite,0.03974239150026624,34
pw,0.04072349024236464,34
beale,0.03966285305564811,34
rating,0.034900487616607294,34
composite,0.04063303508435553,34
pw,0.0411872110279746,34
beale,0.04199100979804787,34
rating,0.036794733970508586,34
composite,0.04126201217480327,34
pw,0.04181363582460826,34
beale,0.04466233085178662,34
rating,0.03909414959458348,34
composite,0.04273119333141097,34
pw,0.040507848886124076,34
beale,0.03726279106274226,34
rating,0.0329258568585998,34
composite,0.0400306926220872,34
pw,0.03844568759471791,34
beale,0.03791389768428955,34
rating,0.03452550136171509,34
composite,0.03866177014502632,34
pw,0.04007845355407626,34
beale,0.03860281088662906,34
rating,0.03589838893594202,34
composite,0.040194861450040364,34
pw,0.041316547056552605,34
beale,0.03774312382189661,34
rating,0.033758266375460026,34
composite,0.04062009778821165,34
pw,0.039802695176540406,34
beale,0.038879683807575546,34
rating,0.03529874113783088,34
composite,0.04008954665190648,34
pw,0.039802695176540406,34
beale,0.038879683807575546,34
rating,0.03529874113783088,34
composite,0.04008954665190648,34
pw,0.041167192086401884,34
beale,0.038226618053523,34
rating,0.03388803405131807,34
composite,0.04107328426692932,34
pw,0.039328098145622235,34
beale,0.03374929226216149,34
rating,0.032002227951501566,34
composite,0.0390873173946677,34
pw,0.03911346937479893,34
beale,0.03800308326265743,34
rating,0.03419980388574347,34
composite,0.03936214933669758,34
pw,0.03992870825150056,34
beale,0.03609037413474245,34
rating,0.03370276042490192,34
composite,0.0396723880183281,34
pw,0.03993789209279558,34
beale,0.038086986465860215,34
rating,0.03351078952678752,34
composite,0.03974239150026624,34
pw,0.04189777968149479,34
beale,0.040819798168134726,34
rating,0.03709202436676519,34
composite,0.04212927888910056,34
pw,0.04150428073336665,34
beale,0.04074509609247482,34
rating,0.037339532395958434,34
composite,0.04162379957033636,34
pw,0.03936399790284903,34
beale,0.037221119105154285,34
rating,0.03404000249622607,34
composite,0.0394693630011387,34
pw,0.03844568759471791,34
beale,0.03791389768428955,34
rating,0.03452550136171509,34
composite,0.03866177014502632,34
pw,0.03862092084578673,34
beale,0.03695752764951168,34
rating,0.032228307772177715,34
composite,0.03828624434205883,34
pw,0.040507848886124076,34
beale,0.03726279106274226,34
rating,0.0329258568585998,34
composite,0.0400306926220872,34
pw,0.03936399790284903,34
beale,0.037221119105154285,34
rating,0.03404000249622607,34
composite,0.0394693630011387,34
pw,0.0380823183913037,34
beale,0.0376260413192729,34
rating,0.034083238569449684,34
composite,0.03844575230055548,34
pw,0.04150428073336665,34
beale,0.04074509609247482,34
rating,0.037339532395958434,34
composite,0.04162379957033636,34
pw,0.040507848886124076,34
beale,0.03726279106274226,34
rating,0.0329258568585998,34
composite,0.0400306926220872,34
pw,0.03896239597953889,34
beale,0.03718933720406919,34
rating,0.03364979269424111,34
composite,0.03905538136990051,34
pw,0.03939214727541609,34
beale,0.03762304636044854,34
rating,0.03397235119540651,34
composite,0.03941433671025439,34
pw,0.04189777968149479,34
beale,0.040819798168134726,34
rating,0.03709202436676519,34
composite,0.04212927888910056,34
pw,0.04035633910717814,34
beale,0.039576893041308014,34
rating,0.0354638879388088,34
composite,0.04049896746555882,34
pw,0.03992870825150056,34
beale,0.03609037413474245,34
rating,0.03370276042490192,34
composite,0.0396723880183281,34
