method,estimate,n
pw,0.12882982890225295,40
beale,0.12309431559179253,40
rating,0.11941904308803461,40
composite,0.12187745326778682,40
pw,0.12419840083470969,40
beale,0.12396828070301207,40
rating,0.12379132902709569,40
composite,0.12401687643109684,40
pw,0.12696353791689638,40
beale,0.12850591156402635,40
rating,0.12426729857484714,40
composite,0.12180649718727103,40
pw,0.1219091417882322,40
beale,0.12179546538712067,40
rating,0.1205198222508258,40
composite,0.12187957228187163,40
pw,0.12071954451202413,40
beale,0.11897171851366826,40
rating,0.11855179860605637,40
composite,0.1194632485754724,40
pw,0.12425667625734224,40
beale,0.12156763364498269,40
rating,0.11915969565354498,40
composite,0.12080946359826926,40
pw,0.12396339380631166,40
beale,0.12390152660439124,40
rating,0.1215171828900268,40
composite,0.12215289526713499,40
pw,0.12435860321670315,40
beale,0.11992123371729817,40
rating,0.11678840833585773,40
composite,0.11819512915973365,40
pw,0.12589954497699554,40
beale,0.12034506048353916,40
rating,0.12609561158247312,40
composite,0.12659645956726093,40
pw,0.12197736063248778,40
beale,0.11703964470942696,40
rating,0.11803163999653953,40
composite,0.11880902909858293,40
pw,0.12414386745438918,40
beale,0.1193393981866509,40
rating,0.11804861208680183,40
composite,0.12053470338437451,40
pw,0.11987854978024197,40
beale,0.10551337448363274,40
rating,0.11774820484861764,40
composite,0.11681274135365917,40
pw,0.12508323794141338,40
beale,0.11986050756322136,40
rating,0.1208576976573095,40
composite,0.12188027330767333,40
pw,0.12052547276374938,40
beale,0.12131358219587246,40
rating,0.12004878230363109,40
composite,0.12187145916661744,40
pw,0.12414386745438918,40
beale,0.1193393981866509,40
rating,0.11804861208680183,40
composite,0.12053470338437451,40
pw,0.1307987912470409,40
beale,0.12673227367689294,40
rating,0.12442817733225783,40
composite,0.12669569326740632,40
pw,0.1307987912470409,40
beale,0.12673227367689294,40
rating,0.12442817733225783,40
composite,0.12669569326740632,40
pw,0.12561748633482367,40
beale,0.1225784031895592,40
rating,0.12215955267158041,40
composite,0.12210740732591709,40
pw,0.12158381194298926,40
beale,0.1151642477964233,40
rating,0.11418476674962767,40
composite,0.11626547424113509,40
pw,0.12037518047941784,40
beale,0.11195340204553034,40
rating,0.1155702161892744,40
composite,0.11681636363167283,40
pw,0.12384453870467961,40
beale,0.11738839684910249,40
rating,0.11907399032846826,40
composite,0.12095756392357536,40
pw,0.12941010076358314,40
beale,0.13274794356497102,40
rating,0.12791210626894192,40
composite,0.12712935958749563,40
pw,0.12060674395986853,40
beale,0.12027052204695071,40
rating,0.11948889464102681,40
composite,0.12038817605335475,40
pw,0.12779543594050796,40
beale,0.12140496842693987,40
rating,0.12203231765087239,40
composite,0.12334315619123784,40
pw,0.12508323794141338,40
beale,0.11986050756322136,40
rating,0.1208576976573095,40
composite,0.12188027330767333,40
pw,0.12384453870467961,40
beale,0.11738839684910249,40
rating,0.11907399032846826,40
composite,0.12095756392357536,40
pw,0.12486956375529326,40
beale,0.12380847208031832,40
rating,0.11860013608907076,40
composite,0.11889685610885276,40
pw,0.11938664214940907,40
beale,0.1145648949864658,40
rating,0.11992747291950992,40
composite,0.11945740010294786,40
pw,0.12941010076358314,40
beale,0.13274794356497102,40
rating,0.12791210626894192,40
composite,0.12712935958749563,40
pw,0.12486956375529326,40
beale,0.12380847208031832,40
rating,0.11860013608907076,40
composite,0.11889685610885276,40
pw,0.12486956375529326,40
beale,0.12380847208031832,40
rating,0.11860013608907076,40
composite,0.11889685610885276,40
pw,0.12384453870467961,40
beale,0.11738839684910249,40
rating,0.11907399032846826,40
composite,0.12095756392357536,40
pw,0.12508323794141338,40
beale,0.11986050756322136,40
rating,0.1208576976573095,40
composite,0.12188027330767333,40
pw,0.11909081177078437,40
beale,0.11954178342742752,40
rating,0.11859568656028309,40
composite,0.11904714016838866,40
pw,0.12696353791689638,40
beale,0.12850591156402635,40
rating,0.12426729857484714,40
composite,0.12180649718727103,40
pw,0.12696353791689638,40
beale,0.12850591156402635,40
rating,0.12426729857484714,40
composite,0.12180649718727103,40
pw,0.12399971427691615,40
beale,0.12046385883289569,40
rating,0.11710651202089976,40
composite,0.12044507841526857,40
pw,0.11909081177078437,40
beale,0.11954178342742752,40
rating,0.11859568656028309,40
composite,0.11904714016838866,40
pw,0.1219091417882322,40
beale,0.12179546538712067,40
rating,0.1205198222508258,40
composite,0.12187957228187163,40
pw,0.11994214341514614,40
beale,0.11703025981683099,40
rating,0.11648056755536865,40
composite,0.1169546021269343,40
pw,0.12414386745438918,40
beale,0.1193393981866509,40
rating,0.11804861208680183,40
composite,0.12053470338437451,40
pw,0.11987854978024197,40
beale,0.10551337448363274,40
rating,0.11774820484861764,40
composite,0.11681274135365917,40
pw,0.11987854978024197,40
beale,0.10551337448363274,40
rating,0.11774820484861764,40
composite,0.11681274135365917,40
pw,0.12425667625734224,40
beale,0.12156763364498269,40
rating,0.11915969565354498,40
composite,0.12080946359826926,40
pw,0.12197736063248778,40
beale,0.11703964470942696,40
rating,0.11803163999653953,40
composite,0.11880902909858293,40
pw,0.11986793753431325,40
beale,0.11949785721836079,40
rating,0.11945684865035358,40
composite,0.1208849733334547,40
pw,0.1307987912470409,40
beale,0.12673227367689294,40
rating,0.12442817733225783,40
composite,0.12669569326740632,40
pw,0.12561748633482367,40
beale,0.1225784031895592,40
rating,0.12215955267158041,40
composite,0.12210740732591709,40
pw,0.12268366959015309,37
beale,0.12102938934995636,37
rating,0.11970220026896763,37
composite,0.12069089315745372,37
pw,0.11986793753431325,37
beale,0.11949785721836079,37
rating,0.11945684865035358,37
composite,0.1208849733334547,37
pw,0.12268366959015309,37
beale,0.12102938934995636,37
rating,0.11970220026896763,37
composite,0.12069089315745372,37
pw,0.12273743500053094,37
beale,0.1144134896101878,37
rating,0.11538206115215559,37
composite,0.11740082495578691,37
pw,0.12696353791689638,37
beale,0.12850591156402635,37
rating,0.12426729857484714,37
composite,0.12180649718727103,37
pw,0.12696353791689638,37
beale,0.12850591156402635,37
rating,0.12426729857484714,37
composite,0.12180649718727103,37
pw,0.12696353791689638,37
beale,0.12850591156402635,37
rating,0.12426729857484714,37
composite,0.12180649718727103,37
pw,0.1307987912470409,37
beale,0.12673227367689294,37
rating,0.12442817733225783,37
composite,0.12669569326740632,37
pw,0.11909081177078437,37
beale,0.11954178342742752,37
rating,0.11859568656028309,37
composite,0.11904714016838866,37
pw,0.12060674395986853,37
beale,0.12027052204695071,37
rating,0.11948889464102681,37
composite,0.12038817605335475,37
pw,0.12384453870467961,37
beale,0.11738839684910249,37
rating,0.11907399032846826,37
composite,0.12095756392357536,37
pw,0.12941010076358314,37
beale,0.13274794356497102,37
rating,0.12791210626894192,37
composite,0.12712935958749563,37
pw,0.11986793753431325,37
beale,0.11949785721836079,37
rating,0.11945684865035358,37
composite,0.1208849733334547,37
pw,0.1307987912470409,37
beale,0.12673227367689294,37
rating,0.12442817733225783,37
composite,0.12669569326740632,37
pw,0.12779543594050796,37
beale,0.12140496842693987,37
rating,0.12203231765087239,37
composite,0.12334315619123784,37
pw,0.12414386745438918,37
beale,0.1193393981866509,37
rating,0.11804861208680183,37
composite,0.12053470338437451,37
pw,0.12419840083470969,37
beale,0.12396828070301207,37
rating,0.12379132902709569,37
composite,0.12401687643109684,37
pw,0.1307987912470409,37
beale,0.12673227367689294,37
rating,0.12442817733225783,37
composite,0.12669569326740632,37
pw,0.12059842282267966,37
beale,0.11800023394446903,37
rating,0.1185647573367215,37
composite,0.11928287478952668,37
pw,0.12779543594050796,37
beale,0.12140496842693987,37
rating,0.12203231765087239,37
composite,0.12334315619123784,37
pw,0.12589954497699554,37
beale,0.12034506048353916,37
rating,0.12609561158247312,37
composite,0.12659645956726093,37
pw,0.12396339380631166,37
beale,0.12390152660439124,37
rating,0.1215171828900268,37
composite,0.12215289526713499,37
pw,0.11986793753431325,37
beale,0.11949785721836079,37
rating,0.11945684865035358,37
composite,0.1208849733334547,37
pw,0.12708632244931609,37
beale,0.12496164150958025,37
rating,0.12086710354090445,37
composite,0.12158315687065353,37
pw,0.12589954497699554,37
beale,0.12034506048353916,37
rating,0.12609561158247312,37
composite,0.12659645956726093,37
pw,0.12589954497699554,37
beale,0.12034506048353916,37
rating,0.12609561158247312,37
composite,0.12659645956726093,37
pw,0.12561748633482367,37
beale,0.1225784031895592,37
rating,0.12215955267158041,37
composite,0.12210740732591709,37
pw,0.12696353791689638,37
beale,0.12850591156402635,37
rating,0.12426729857484714,37
composite,0.12180649718727103,37
pw,0.12273743500053094,37
beale,0.1144134896101878,37
rating,0.11538206115215559,37
composite,0.11740082495578691,37
pw,0.12037518047941784,37
beale,0.11195340204553034,37
rating,0.1155702161892744,37
composite,0.11681636363167283,37
pw,0.12589954497699554,37
beale,0.12034506048353916,37
rating,0.12609561158247312,37
composite,0.12659645956726093,37
pw,0.11909081177078437,37
beale,0.11954178342742752,37
rating,0.11859568656028309,37
composite,0.11904714016838866,37
pw,0.12425667625734224,37
beale,0.12156763364498269,37
rating,0.11915969565354498,37
composite,0.12080946359826926,37
pw,0.12071954451202413,37
beale,0.11897171851366826,37
rating,0.11855179860605637,37
composite,0.1194632485754724,37
pw,0.12508323794141338,37
beale,0.11986050756322136,37
rating,0.1208576976573095,37
composite,0.12188027330767333,37
pw,0.12696353791689638,37
beale,0.12850591156402635,37
rating,0.12426729857484714,37
composite,0.12180649718727103,37
pw,0.12419840083470969,37
beale,0.12396828070301207,37
rating,0.12379132902709569,37
composite,0.12401687643109684,37
pw,0.12882982890225295,37
beale,0.12309431559179253,37
rating,0.11941904308803461,37
composite,0.12187745326778682,37
pw,0.12425667625734224,37
beale,0.12156763364498269,37
rating,0.11915969565354498,37
composite,0.12080946359826926,37
pw,0.12059842282267966,37
beale,0.11800023394446903,37
rating,0.1185647573367215,37
composite,0.11928287478952668,37
pw,0.11986793753431325,37
beale,0.11949785721836079,37
rating,0.11945684865035358,37
composite,0.1208849733334547,37
pw,0.12425667625734224,37
beale,0.12156763364498269,37
rating,0.11915969565354498,37
composite,0.12080946359826926,37
pw,0.12589954497699554,37
beale,0.12034506048353916,37
rating,0.12609561158247312,37
composite,0.12659645956726093,37
pw,0.12589954497699554,37
beale,0.12034506048353916,37
rating,0.12609561158247312,37
composite,0.12659645956726093,37
pw,0.12779543594050796,37
beale,0.12140496842693987,37
rating,0.12203231765087239,37
composite,0.12334315619123784,37
pw,0.12123106203432371,37
beale,0.11149392526568017,37
rating,0.11726044646748916,37
composite,0.11833746235067821,37
pw,0.12882982890225295,37
beale,0.12309431559179253,37
rating,0.11941904308803461,37
composite,0.12187745326778682,37
pw,0.12561748633482367,37
beale,0.1225784031895592,37
rating,0.12215955267158041,37
composite,0.12210740732591709,37
pw,0.1287009213997107,37
beale,0.1299564083210576,37
rating,0.12590636449027803,37
composite,0.1257504859887258,37
pw,0.12435860321670315,37
beale,0.11992123371729817,37
rating,0.11678840833585773,37
composite,0.11819512915973365,37
pw,0.12059842282267966,37
beale,0.11800023394446903,37
rating,0.1185647573367215,37
composite,0.11928287478952668,37
pw,0.12396339380631166,37
beale,0.12390152660439124,37
rating,0.1215171828900268,37
composite,0.12215289526713499,37
pw,0.12589954497699554,37
beale,0.12034506048353916,37
rating,0.12609561158247312,37
composite,0.12659645956726093,37
pw,0.12273743500053094,37
beale,0.1144134896101878,37
rating,0.11538206115215559,37
composite,0.11740082495578691,37
pw,0.12123106203432371,37
beale,0.11149392526568017,37
rating,0.11726044646748916,37
composite,0.11833746235067821,37
pw,0.12779543594050796,37
beale,0.12140496842693987,37
rating,0.12203231765087239,37
composite,0.12334315619123784,37
pw,0.12882982890225295,37
beale,0.12309431559179253,37
rating,0.11941904308803461,37
composite,0.12187745326778682,37
pw,0.12708632244931609,37
beale,0.12496164150958025,37
rating,0.12086710354090445,37
composite,0.12158315687065353,37
pw,0.12414386745438918,37
beale,0.1193393981866509,37
rating,0.11804861208680183,37
composite,0.12053470338437451,37
pw,0.12435860321670315,37
beale,0.11992123371729817,37
rating,0.11678840833585773,37
composite,0.11819512915973365,37
pw,0.11994214341514614,37
beale,0.11703025981683099,37
rating,0.11648056755536865,37
composite,0.1169546021269343,37
pw,0.12561748633482367,37
beale,0.1225784031895592,37
rating,0.12215955267158041,37
composite,0.12210740732591709,37
pw,0.12005969282618988,37
beale,0.11895751680719206,37
rating,0.11962641397841953,37
composite,0.12137022793152298,37
pw,0.1219091417882322,37
beale,0.12179546538712067,37
rating,0.1205198222508258,37
composite,0.12187957228187163,37
pw,0.11994214341514614,37
beale,0.11703025981683099,37
rating,0.11648056755536865,37
composite,0.1169546021269343,37
pw,0.11974642690813835,37
beale,0.11891414971890293,37
rating,0.11940627585010037,37
composite,0.12139752957918054,37
pw,0.12396339380631166,37
beale,0.12390152660439124,37
rating,0.1215171828900268,37
composite,0.12215289526713499,37
pw,0.12696353791689638,37
beale,0.12850591156402635,37
rating,0.12426729857484714,37
composite,0.12180649718727103,37
pw,0.12486956375529326,37
beale,0.12380847208031832,37
rating,0.11860013608907076,37
composite,0.11889685610885276,37
pw,0.12052547276374938,37
beale,0.12131358219587246,37
rating,0.12004878230363109,37
composite,0.12187145916661744,37
pw,0.12589954497699554,37
beale,0.12034506048353916,37
rating,0.12609561158247312,37
composite,0.12659645956726093,37
pw,0.12508323794141338,37
beale,0.11986050756322136,37
rating,0.1208576976573095,37
composite,0.12188027330767333,37
pw,0.12268366959015309,37
beale,0.12102938934995636,37
rating,0.11970220026896763,37
composite,0.12069089315745372,37
pw,0.12268366959015309,37
beale,0.12102938934995636,37
rating,0.11970220026896763,37
composite,0.12069089315745372,37
pw,0.11997069871704204,37
beale,0.11972752428383085,37
rating,0.11815972227086785,37
composite,0.11929427046556972,37
pw,0.12508323794141338,37
beale,0.11986050756322136,37
rating,0.1208576976573095,37
composite,0.12188027330767333,37
pw,0.1287009213997107,37
beale,0.1299564083210576,37
rating,0.12590636449027803,37
composite,0.1257504859887258,37
pw,0.12779543594050796,37
beale,0.12140496842693987,37
rating,0.12203231765087239,37
composite,0.12334315619123784,37
pw,0.12465620338364533,37
beale,0.12420657071098247,37
rating,0.12010244132756391,37
composite,0.12202613117899727,37
pw,0.12071954451202413,37
beale,0.11897171851366826,37
rating,0.11855179860605637,37
composite,0.1194632485754724,37
pw,0.12268366959015309,37
beale,0.12102938934995636,37
rating,0.11970220026896763,37
composite,0.12069089315745372,37
pw,0.12419840083470969,37
beale,0.12396828070301207,37
rating,0.12379132902709569,37
composite,0.12401687643109684,37
pw,0.1307987912470409,37
beale,0.12673227367689294,37
rating,0.12442817733225783,37
composite,0.12669569326740632,37
pw,0.1307987912470409,37
beale,0.12673227367689294,37
rating,0.12442817733225783,37
composite,0.12669569326740632,37
pw,0.12273743500053094,37
beale,0.1144134896101878,37
rating,0.11538206115215559,37
composite,0.11740082495578691,37
pw,0.11994214341514614,37
beale,0.11703025981683099,37
rating,0.11648056755536865,37
composite,0.1169546021269343,37
pw,0.12486956375529326,37
beale,0.12380847208031832,37
rating,0.11860013608907076,37
composite,0.11889685610885276,37
pw,0.12708632244931609,37
beale,0.12496164150958025,37
rating,0.12086710354090445,37
composite,0.12158315687065353,37
pw,0.12414386745438918,37
beale,0.1193393981866509,37
rating,0.11804861208680183,37
composite,0.12053470338437451,37
pw,0.12071954451202413,37
beale,0.11897171851366826,37
rating,0.11855179860605637,37
composite,0.1194632485754724,37
pw,0.12435860321670315,37
beale,0.11992123371729817,37
rating,0.11678840833585773,37
composite,0.11819512915973365,37
pw,0.12273743500053094,37
beale,0.1144134896101878,37
rating,0.11538206115215559,37
composite,0.11740082495578691,37
pw,0.12486956375529326,37
beale,0.12380847208031832,37
rating,0.11860013608907076,37
composite,0.11889685610885276,37
pw,0.12589954497699554,37
beale,0.12034506048353916,37
rating,0.12609561158247312,37
composite,0.12659645956726093,37
pw,0.12071954451202413,37
beale,0.11897171851366826,37
rating,0.11855179860605637,37
composite,0.1194632485754724,37
pw,0.12696353791689638,37
beale,0.12850591156402635,37
rating,0.12426729857484714,37
composite,0.12180649718727103,37
pw,0.127704511033152,37
beale,0.12727160744059426,37
rating,0.12105693850555582,37
composite,0.12338701774188404,37
pw,0.12941010076358314,37
beale,0.13274794356497102,37
rating,0.12791210626894192,37
composite,0.12712935958749563,37
pw,0.1287009213997107,37
beale,0.1299564083210576,37
rating,0.12590636449027803,37
composite,0.1257504859887258,37
pw,0.12396339380631166,37
beale,0.12390152660439124,37
rating,0.1215171828900268,37
composite,0.12215289526713499,37
pw,0.12696353791689638,34
beale,0.12850591156402635,34
rating,0.12426729857484714,34
composite,0.12180649718727103,34
pw,0.12197736063248778,34
beale,0.11703964470942696,34
rating,0.11803163999653953,34
composite,0.11880902909858293,34
pw,0.12425667625734224,34
beale,0.12156763364498269,34
rating,0.11915969565354498,34
composite,0.12080946359826926,34
pw,0.12197736063248778,34
beale,0.11703964470942696,34
rating,0.11803163999653953,34
composite,0.11880902909858293,34
pw,0.12052547276374938,34
beale,0.12131358219587246,34
rating,0.12004878230363109,34
composite,0.12187145916661744,34
pw,0.12435860321670315,34
beale,0.11992123371729817,34
rating,0.11678840833585773,34
composite,0.11819512915973365,34
pw,0.12268366959015309,34
beale,0.12102938934995636,34
rating,0.11970220026896763,34
composite,0.12069089315745372,34
pw,0.12508323794141338,34
beale,0.11986050756322136,34
rating,0.1208576976573095,34
composite,0.12188027330767333,34
pw,0.12508323794141338,34
beale,0.11986050756322136,34
rating,0.1208576976573095,34
composite,0.12188027330767333,34
pw,0.11997069871704204,34
beale,0.11972752428383085,34
rating,0.11815972227086785,34
composite,0.11929427046556972,34
pw,0.12414386745438918,34
beale,0.1193393981866509,34
rating,0.11804861208680183,34
composite,0.12053470338437451,34
pw,0.12384453870467961,34
beale,0.11738839684910249,34
rating,0.11907399032846826,34
composite,0.12095756392357536,34
pw,0.12197736063248778,34
beale,0.11703964470942696,34
rating,0.11803163999653953,34
composite,0.11880902909858293,34
pw,0.12197736063248778,34
beale,0.11703964470942696,34
rating,0.11803163999653953,34
composite,0.11880902909858293,34
pw,0.12071954451202413,34
beale,0.11897171851366826,34
rating,0.11855179860605637,34
composite,0.1194632485754724,34
pw,0.12197736063248778,34
beale,0.11703964470942696,34
rating,0.11803163999653953,34
composite,0.11880902909858293,34
pw,0.127704511033152,34
beale,0.12727160744059426,34
rating,0.12105693850555582,34
composite,0.12338701774188404,34
pw,0.12425667625734224,34
beale,0.12156763364498269,34
rating,0.11915969565354498,34
composite,0.12080946359826926,34
pw,0.12465620338364533,34
beale,0.12420657071098247,34
rating,0.12010244132756391,34
composite,0.12202613117899727,34
pw,0.1287009213997107,34
beale,0.1299564083210576,34
rating,0.12590636449027803,34
composite,0.1257504859887258,34
pw,0.11974642690813835,34
beale,0.11891414971890293,34
rating,0.11940627585010037,34
composite,0.12139752957918054,34
pw,0.12059842282267966,34
beale,0.11800023394446903,34
rating,0.1185647573367215,34
composite,0.11928287478952668,34
pw,0.12508323794141338,34
beale,0.11986050756322136,34
rating,0.1208576976573095,34
composite,0.12188027330767333,34
pw,0.1219091417882322,34
beale,0.12179546538712067,34
rating,0.1205198222508258,34
composite,0.12187957228187163,34
pw,0.12399971427691615,34
beale,0.12046385883289569,34
rating,0.11710651202089976,34
composite,0.12044507841526857,34
pw,0.12384453870467961,34
beale,0.11738839684910249,34
rating,0.11907399032846826,34
composite,0.12095756392357536,34
pw,0.12589954497699554,34
beale,0.12034506048353916,34
rating,0.12609561158247312,34
composite,0.12659645956726093,34
pw,0.12419840083470969,34
beale,0.12396828070301207,34
rating,0.12379132902709569,34
composite,0.12401687643109684,34
pw,0.12071954451202413,34
beale,0.11897171851366826,34
rating,0.11855179860605637,34
composite,0.1194632485754724,34
pw,0.1287009213997107,34
beale,0.1299564083210576,34
rating,0.12590636449027803,34
composite,0.1257504859887258,34
pw,0.12268366959015309,34
beale,0.12102938934995636,34
rating,0.11970220026896763,34
composite,0.12069089315745372,34
pw,0.11909081177078437,34
beale,0.11954178342742752,34
rating,0.11859568656028309,34
composite,0.11904714016838866,34
pw,0.12435860321670315,34
beale,0.11992123371729817,34
rating,0.11678840833585773,34
composite,0.11819512915973365,34
pw,0.12465620338364533,34
beale,0.12420657071098247,34
rating,0.12010244132756391,34
composite,0.12202613117899727,34
pw,0.12071954451202413,34
beale,0.11897171851366826,34
rating,0.11855179860605637,34
composite,0.1194632485754724,34
pw,0.1219091417882322,34
beale,0.12179546538712067,34
rating,0.1205198222508258,34
composite,0.12187957228187163,34
pw,0.11986793753431325,34
beale,0.11949785721836079,34
rating,0.11945684865035358,34
composite,0.1208849733334547,34
pw,0.12059842282267966,34
beale,0.11800023394446903,34
rating,0.1185647573367215,34
composite,0.11928287478952668,34
pw,0.12273743500053094,34
beale,0.1144134896101878,34
rating,0.11538206115215559,34
composite,0.11740082495578691,34
pw,0.1219091417882322,34
beale,0.12179546538712067,34
rating,0.1205198222508258,34
composite,0.12187957228187163,34
pw,0.11938664214940907,34
beale,0.1145648949864658,34
rating,0.11992747291950992,34
composite,0.11945740010294786,34
pw,0.12060674395986853,34
beale,0.12027052204695071,34
rating,0.11948889464102681,34
composite,0.12038817605335475,34
pw,0.12419840083470969,34
beale,0.12396828070301207,34
rating,0.12379132902709569,34
composite,0.12401687643109684,34
pw,0.12005969282618988,34
beale,0.11895751680719206,34
rating,0.11962641397841953,34
composite,0.12137022793152298,34
pw,0.12268366959015309,34
beale,0.12102938934995636,34
rating,0.11970220026896763,34
composite,0.12069089315745372,34
pw,0.11997069871704204,34
beale,0.11972752428383085,34
rating,0.11815972227086785,34
composite,0.11929427046556972,34
pw,0.12465620338364533,34
beale,0.12420657071098247,34
rating,0.12010244132756391,34
composite,0.12202613117899727,34
pw,0.12419840083470969,34
beale,0.12396828070301207,34
rating,0.12379132902709569,34
composite,0.12401687643109684,34
pw,0.1287009213997107,34
beale,0.1299564083210576,34
rating,0.12590636449027803,34
composite,0.1257504859887258,34
pw,0.12197736063248778,34
beale,0.11703964470942696,34
rating,0.11803163999653953,34
composite,0.11880902909858293,34
pw,0.12384453870467961,34
beale,0.11738839684910249,34
rating,0.11907399032846826,34
composite,0.12095756392357536,34
pw,0.12486956375529326,34
beale,0.12380847208031832,34
rating,0.11860013608907076,34
composite,0.11889685610885276,34
pw,0.12508323794141338,34
beale,0.11986050756322136,34
rating,0.1208576976573095,34
composite,0.12188027330767333,34
pw,0.12414386745438918,34
beale,0.1193393981866509,34
rating,0.11804861208680183,34
composite,0.12053470338437451,34
pw,0.12708632244931609,34
beale,0.12496164150958025,34
rating,0.12086710354090445,34
composite,0.12158315687065353,34
pw,0.12414386745438918,34
beale,0.1193393981866509,34
rating,0.11804861208680183,34
composite,0.12053470338437451,34
pw,0.12561748633482367,34
beale,0.1225784031895592,34
rating,0.12215955267158041,34
composite,0.12210740732591709,34
pw,0.12589954497699554,34
beale,0.12034506048353916,34
rating,0.12609561158247312,34
composite,0.12659645956726093,34
pw,0.11997069871704204,34
beale,0.11972752428383085,34
rating,0.11815972227086785,34
composite,0.11929427046556972,34
pw,0.12273743500053094,34
beale,0.1144134896101878,34
rating,0.11538206115215559,34
composite,0.11740082495578691,34
pw,0.12465620338364533,34
beale,0.12420657071098247,34
rating,0.12010244132756391,34
composite,0.12202613117899727,34
pw,0.12005969282618988,34
beale,0.11895751680719206,34
rating,0.11962641397841953,34
composite,0.12137022793152298,34
pw,0.11997069871704204,34
beale,0.11972752428383085,34
rating,0.11815972227086785,34
composite,0.11929427046556972,34
pw,0.11974642690813835,34
beale,0.11891414971890293,34
rating,0.11940627585010037,34
composite,0.12139752957918054,34
pw,0.12059842282267966,34
beale,0.11800023394446903,34
rating,0.1185647573367215,34
composite,0.11928287478952668,34
pw,0.12384453870467961,34
beale,0.11738839684910249,34
rating,0.11907399032846826,34
composite,0.12095756392357536,34
pw,0.12273743500053094,34
beale,0.1144134896101878,34
rating,0.11538206115215559,34
composite,0.11740082495578691,34
pw,0.1219091417882322,34
beale,0.12179546538712067,34
rating,0.1205198222508258,34
composite,0.12187957228187163,34
pw,0.1287009213997107,34
beale,0.1299564083210576,34
rating,0.12590636449027803,34
composite,0.1257504859887258,34
pw,0.12486956375529326,34
beale,0.12380847208031832,34
rating,0.11860013608907076,34
composite,0.11889685610885276,34
pw,0.11994214341514614,34
beale,0.11703025981683099,34
rating,0.11648056755536865,34
composite,0.1169546021269343,34
pw,0.12696353791689638,34
beale,0.12850591156402635,34
rating,0.12426729857484714,34
composite,0.12180649718727103,34
pw,0.11986793753431325,34
beale,0.11949785721836079,34
rating,0.11945684865035358,34
composite,0.1208849733334547,34
pw,0.12071954451202413,34
beale,0.11897171851366826,34
rating,0.11855179860605637,34
composite,0.1194632485754724,34
pw,0.12123106203432371,34
beale,0.11149392526568017,34
rating,0.11726044646748916,34
composite,0.11833746235067821,34
pw,0.12419840083470969,34
beale,0.12396828070301207,34
rating,0.12379132902709569,34
composite,0.12401687643109684,34
pw,0.12005969282618988,34
beale,0.11895751680719206,34
rating,0.11962641397841953,34
composite,0.12137022793152298,34
pw,0.12419840083470969,34
beale,0.12396828070301207,34
rating,0.12379132902709569,34
composite,0.12401687643109684,34
pw,0.11994214341514614,34
beale,0.11703025981683099,34
rating,0.11648056755536865,34
composite,0.1169546021269343,34
pw,0.12059842282267966,34
beale,0.11800023394446903,34
rating,0.1185647573367215,34
composite,0.11928287478952668,34
pw,0.12486956375529326,34
beale,0.12380847208031832,34
rating,0.11860013608907076,34
composite,0.11889685610885276,34
pw,0.12273743500053094,34
beale,0.1144134896101878,34
rating,0.11538206115215559,34
composite,0.11740082495578691,34
pw,0.12419840083470969,34
beale,0.12396828070301207,34
rating,0.12379132902709569,34
composite,0.12401687643109684,34
pw,0.1287009213997107,34
beale,0.1299564083210576,34
rating,0.12590636449027803,34
composite,0.1257504859887258,34
pw,0.12071954451202413,34
beale,0.11897171851366826,34
rating,0.11855179860605637,34
composite,0.1194632485754724,34
pw,0.12425667625734224,34
beale,0.12156763364498269,34
rating,0.11915969565354498,34
composite,0.12080946359826926,34
pw,0.12197736063248778,34
beale,0.11703964470942696,34
rating,0.11803163999653953,34
composite,0.11880902909858293,34
pw,0.12508323794141338,34
beale,0.11986050756322136,34
rating,0.1208576976573095,34
composite,0.12188027330767333,34
pw,0.12708632244931609,34
beale,0.12496164150958025,34
rating,0.12086710354090445,34
composite,0.12158315687065353,34
pw,0.12273743500053094,34
beale,0.1144134896101878,34
rating,0.11538206115215559,34
composite,0.11740082495578691,34
pw,0.12419840083470969,34
beale,0.12396828070301207,34
rating,0.12379132902709569,34
composite,0.12401687643109684,34
pw,0.12268366959015309,34
beale,0.12102938934995636,34
rating,0.11970220026896763,34
composite,0.12069089315745372,34
pw,0.12508323794141338,34
beale,0.11986050756322136,34
rating,0.1208576976573095,34
composite,0.12188027330767333,34
pw,0.11938664214940907,34
beale,0.1145648949864658,34
rating,0.11992747291950992,34
composite,0.11945740010294786,34
pw,0.12561748633482367,34
beale,0.1225784031895592,34
rating,0.12215955267158041,34
composite,0.12210740732591709,34
pw,0.12414386745438918,34
beale,0.1193393981866509,34
rating,0.11804861208680183,34
composite,0.12053470338437451,34
pw,0.12197736063248778,34
beale,0.11703964470942696,34
rating,0.11803163999653953,34
composite,0.11880902909858293,34
pw,0.11909081177078437,34
beale,0.11954178342742752,34
rating,0.11859568656028309,34
composite,0.11904714016838866,34
pw,0.12708632244931609,34
beale,0.12496164150958025,34
rating,0.12086710354090445,34
composite,0.12158315687065353,34
pw,0.11997069871704204,34
beale,0.11972752428383085,34
rating,0.11815972227086785,34
composite,0.11929427046556972,34
pw,0.11997069871704204,31
beale,0.11972752428383085,31
rating,0.11815972227086785,31
composite,0.11929427046556972,31
pw,0.12486956375529326,31
beale,0.12380847208031832,31
rating,0.11860013608907076,31
